"","annee_naissance","age","emploi","revenu","genre","citoyennete","ethnie","minorite","education","religion","reseau_social","residence","naissance_pays_residence","cohabitation","droit_vote","province","naissance_province_residence","classe_sociale","classe_sociale_parents","langue","province_naissance_parents","pays_naissance_parents","climat_social","covid_satisfaction","covid_soin","covid_gestion","covid_inquietude","covid_jeune","covid_politiques","immigration_ouverture","immigration_syrie","climat_economie","transition_energetique_taxes","climat_impact","confiance_police","securite_quartier","securite_gouvernement","securite_immigration","securite_frontieres","immigration_quotas","minorites_partis","corruption","corruption_participation","corruption_evaluation_partis","mondialisation","economie_sociotropique","economie_egotropique","economie_satisfaction","economie_preoccupation","economie_criteres","economieCANADA_confiance","economieFRANCE_confiance","immigrationCANADA_confiance","immigrationFRANCE_confiance","deficit","representation_minorites","enjeux_chomage","enjeux_environnement","enjeux_immigration","enjeux_economie","enjeux_education","enjeux_sante","importance_immigration","importance_ecologie","inquietude_attentats","ideologie","satisfaction_democracie","satisfaction_gouvernement","institutions_democratiques","vote_demonstration","confiance_ChefEtat","altruisme_politiques","education_civique","ecoles","comprehension_elites","importance_vote","importance_representation","disproportion_electorale","partis_votes","votes_objectif","votes_delais","reedition_compte","importance_chef","interet_politique","interet_politiqueUS","connaissances_politiqueUS","engagement_politique","proche_parti","importance_traits","trait_integrite","trait_leadership","trait_competence","trait_empathie","representation_partis","mode_scrutin","changement_scrutin","vote_nationaliste","integration_localite","parti_liberal","parti_conservateur","ndp","bloc_quebecois","parti_vert","source_information","reseausociaux_cause","medias_traditionnels","consultation_sondage1","consultation_sondageCANADA","consultation_sondageFRANCE","principale_source","engagement_reseauxsociaux","abonnements_personnalites","frequence_utilisation","inscription_reseauxsociaux","contact_information","plateforme","couverture_influence","medias_neutralite","influence_medias","biais_medias","chaines_independance","niveau_information","effet_debats","importance_debatsTV","confiance_contenuRS","confiance_TVRadio","confiance_presseecrite","site_parti","like_parti","sophistication_etatsunis","sophistication_freeland","sophistication_legault","sophistication_macron","sophistication_pence","sophistication_singh","participation","vote_quebec2018_CAQ","vote_quebec2018_PQ","vote_quebec2018_PLQ","vote_quebec2018_QS","vote_quebec2018_vert","vote_quebec2018_autre","vote_quebec2018_bulletinnul","vote_quebec2018_pasvote","vote_US","vote_habitude","vote_memeparti","vote_france_enmarche","vote_france_republicains","vote_france_verts","vote_france_PS","vote_france_RN","vote_france_insoumise","vote_canada_liberal","vote_canada_conservateur","vote_canada_npd","vote_canada_bloc","vote_canada_vert","vote_canada_autre","vote_quebec_CAQ","vote_quebec_PQ","vote_quebec_PLQ","vote_quebec_QS","vote_quebec_vert","vote_quebec_autre","anciens_presidents","vote_strategique","aucune_preference","preference_parti","satisfaction_modescrutin","vote_chancesfavoris","importance_competence","motivation","premier_choix","strategie_vote2","autrechoix_frequence","refus_voteCANADA","refus_voteFRANCE"
"625",1999,21,NA,"Plus de $110,000","Femme","Canada",NA,2,"universitaire deuxième cycle et plus","pas important du tout","non aucun","Canada",1,2,1,"QC",1,"classe moyenne",1,1,"oui","oui","resté stable","Satisfait",2,"Satisfait",5,"Bloc Québécois","Les politiques sont adéquates, mais l'économie souffre","Beaucoup plus d'ouverture","Plutôt en désaccord","Fortement d’accord","Assez en désaccord","Fortement d’accord","Plutôt d’accord","Fortement d’accord","Fortement d’accord",NA,"Ni en accord, ni en désaccord","Plutôt en désaccord","NDP","Assez répandue",7,5,"Ni bonne ni mauvaise opinion","détériorée","améliorée","Assez satisfaisant","Moyennement","Je vais faire un croisement entre les politiques passées et les perspectives proposées","Parti libéral",NA,"NPD",NA,2,"Beaucoup plus importante",2,6,5,3,4,1,7,"Un peu",NA,6,"Assez satisfait","Moyennement satisfait","Je ne m’y intéresse que très peu parce que je ne suis pas intéressé.e par a politique","Oui, mais de moins en moins","Moyennement confiance","Moyennement","Plutôt en désaccord","Plutôt d’accord","Assez en désaccord","Fortement d’accord","Fortement d’accord","Plutôt d’accord","Assez en désaccord","Plutôt d’accord","Fortement d’accord","Ni en accord, ni en désaccord",5,6,"Intéressé",5,"Le vote","Ne sais pas",5,1,3,4,2,"De manière satisfaisante","Satisfait","Plutôt en défaveur",5,6,7,0,7,5,5,"Télévision","Non","Peu","Non",NA,NA,"Famille","Pas du tout","Non","2-3 heures/jour",4,"Rarement","Twitter","Assez","Fortement d’accord",NA,"Assez en désaccord","Assez en désaccord","Plutôt informé",0,9,"Moyennement confiance","Moyennement confiance","Moyennement confiance","Oui","Oui",1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,2,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,"Macron",5,"Choisir l'option la moins pire","Voter pour ce parti quand même","Tout à fait satisfait","J'irais certainement voter",7,"L'idéologie","Oui",NA,"Une élection sur deux","Parti conservateur",NA
"626",1999,21,NA,"Plus de $110,000","Femme","France",NA,2,"universitaire deuxième cycle et plus","pas très important","oui, quelques-uns","Canada",2,1,2,"QC",2,"classe supérieure",1,1,"non","non","détérioré","Satisfait",NA,"Peu satisfait",6,NA,"Les politiques sont adéquates, mais l'économie souffre","Neutre","Plutôt d’accord","Plutôt d’accord","Assez en désaccord","Fortement d’accord","Assez en désaccord","Ni en accord, ni en désaccord","Fortement d’accord",NA,"Plutôt d’accord","Ni en accord, ni en désaccord",NA,NA,5,9,"Ni bonne ni mauvaise opinion","détériorée","resté stable","Sans opinion","Grandement","Je vais faire un bilan des politiques mises en place pendant le mandat ",NA,NA,NA,NA,1,"Plus importante",6,1,5,4,2,3,5,"Un peu",NA,7,"Assez satisfait","Pas du tout satisfait","Je ne m’y intéresse pas du tout parce que je n’y crois plus","Non, cela n'a rien à voir","Confiance","Moyennement","Ni en accord, ni en désaccord","Fortement d’accord","Ni en accord, ni en désaccord","Plutôt d’accord","Fortement d’accord","Ni en accord, ni en désaccord","Assez en désaccord","Ni en accord, ni en désaccord","Ni en accord, ni en désaccord","Assez en désaccord",7,6,"Intéressé",5,"Le vote","Oui",8,3,4,1,2,NA,"Neutre","Tout à fait en défaveur",NA,1,NA,NA,NA,NA,NA,"Réseaux sociaux","Oui, plusieurs fois","Assez","Non",NA,NA,"Réseaux sociaux","Oui","Oui, de tous bords politiques","2-3 heures/jour",4,"Souvent","Autre","Assez","Assez en désaccord",NA,"Ni en accord, ni en désaccord","Assez en désaccord","Plutôt informé",2,10,"Moyennement confiance","Un peu confiance","Un peu confiance","Oui","Oui",1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"De Gaulle",5,"Ne pas voter","Ne pas voter","Satisfait","J'irais probablement voter",10,"Ni l'un ni l'autre","Oui",NA,"À aucune élection",NA,NA
"627",1999,21,NA,"Plus de $110,000","Homme","Canada","Français",2,"Secondaire / Collégiales / CEGEP / Lycée / DEP","assez important","oui, beaucoup","Canada",1,1,1,"QC",1,"classe ouvrière",2,1,"oui","oui","détérioré","Peu satisfait",2,"Peu satisfait",8,NA,"Les politiques sont adéquates, mais l'économie souffre","Un peu plus d'ouverture","Plutôt en désaccord","Plutôt d’accord","Assez en désaccord","Plutôt d’accord","Ni en accord, ni en désaccord","Fortement d’accord","Fortement d’accord",NA,"Plutôt d’accord","Ni en accord, ni en désaccord","Je ne sais pas","Très répandue",11,10,"Ni bonne ni mauvaise opinion","détériorée","resté stable","Peu satisfaisant","Moyennement","Je vais faire un croisement entre les politiques passées et les perspectives proposées","Non, aucun",NA,"Non, aucun",NA,NA,"Ni plus ni moins importante",2,4,6,5,3,1,6,"Beaucoup",NA,5,"Assez satisfait","Moyennement satisfait","Je ne m’y intéresse que très peu parce que je ne suis pas intéressé.e par a politique","Non, cela n'a rien à voir","Moyennement confiance","Peu","Fortement en désaccord","Plutôt d’accord","Plutôt d’accord","Fortement d’accord","Plutôt d’accord","Fortement d’accord","Plutôt d’accord","Fortement d’accord","Fortement d’accord","Plutôt d’accord",10,1,"Peu intéressé",1,"Le vote","Non",NA,3,4,1,2,"Pas vraiment","Neutre","Sans opinion, neutre",5,6,7,3,NA,2,5,"Réseaux sociaux","Non","Peu","Ne sais pas",NA,NA,"Famille","Pas du tout","Non","plus de 3 heures/jour",3,"Souvent","Facebook","Peu","Fortement d’accord",NA,"Plutôt d’accord","Plutôt en désaccord","Pas très informé",3,10,"Moyennement confiance","Moyennement confiance","Moyennement confiance","Oui","Oui",NA,1,1,1,NA,1,1,0,0,1,0,0,0,0,0,2,"Oui, je vote toujours",1,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,"Hollande",10,"Ne pas voter","Voter pour ce parti quand même","Tout à fait satisfait","J'irais certainement voter",10,"L'idéologie","Oui",NA,"À aucune élection","Parti conservateur",NA
"628",1999,21,NA,"Plus de $110,000","Homme","Canada","Français",NA,"universitaire premier cycle","pas important du tout","oui, beaucoup","Canada",1,1,1,"QC",1,"classe moyenne",1,1,"oui","oui","détérioré","Satisfait",2,"Satisfait",6,"Bloc Québécois","Les politiques sont adéquates, mais l'économie souffre","Neutre","Assez en désaccord","Ni en accord, ni en désaccord","Assez en désaccord","Plutôt d’accord","Fortement d’accord","Fortement d’accord","Fortement d’accord",NA,"Ni en accord, ni en désaccord","Ni en accord, ni en désaccord","Parti libéral","Assez répandue",1,2,"Ni bonne ni mauvaise opinion","détériorée","améliorée","Assez satisfaisant","Grandement","Je vais faire un croisement entre les politiques passées et les perspectives proposées","Parti libéral",NA,"Bloc Québécois",NA,1,"Ni plus ni moins importante",6,5,4,1,2,3,1,"Un peu",NA,5,"Assez satisfait","Moyennement satisfait","J’y suis très attaché.e et je m’y intéresse beaucoup","Non, pas envers l’élite politique mais la démocratie seulement","Moyennement confiance","Moyennement","Fortement en désaccord","Fortement d’accord","Fortement en désaccord","Fortement d’accord","Fortement d’accord","Ni en accord, ni en désaccord","Plutôt en désaccord","Plutôt d’accord","Fortement d’accord","Plutôt d’accord",7,10,"Intéressé",4,"Le vote","Oui",8,1,3,2,4,"De manière satisfaisante","Satisfait","Plutôt en faveur",5,10,7,6,5,9,3,"Journaux","Non","Beaucoup","Oui","Parti conservateur",NA,"journaux en ligne-papier","Un peu","Oui, de tous bords politiques","1-2 heure/jour",2,"Systématiquement","Facebook","Assez","Plutôt d’accord",NA,"Plutôt en désaccord","Plutôt d’accord","Bien informé",0,10,"Moyennement confiance","Beaucoup confiance","Beaucoup confiance","Non","Non",1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,2,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,1,0,0,0,"Chirac",8,"Choisir l'option la moins pire","Voter pour ce parti quand même","Satisfait","J'irais certainement voter",10,"L'idéologie","Oui",NA,"À aucune élection","Parti vert",NA
"629",1999,21,NA,NA,"Femme","Canada","Autre",1,"Secondaire / Collégiales / CEGEP / Lycée / DEP","assez important","oui, quelques-uns","Canada",1,1,1,"QC",1,"classe ouvrière",2,1,"non","non",NA,"Peu satisfait",2,"Très insatisfait",NA,NA,NA,"Neutre","Assez en désaccord","Plutôt d’accord","Plutôt d’accord","Fortement d’accord","Plutôt en désaccord","Plutôt d’accord","Plutôt d’accord",NA,"Plutôt d’accord","Ni en accord, ni en désaccord","Parti libéral","Très répandue",8,10,"Ni bonne ni mauvaise opinion","resté stable","resté stable","Pas du tout satisfaisant","Moyennement","Je vais davantage m’intéresser aux politiques proposées","Non, aucun",NA,"Parti libéral",NA,1,"Beaucoup plus importante",2,6,5,3,1,4,NA,"Beaucoup",NA,NA,"Peu satisfait","Peu satisfait",NA,"Non, pas envers l’élite politique mais la démocratie seulement","Pas confiance","Pas du tout","Fortement en désaccord","Fortement d’accord","Fortement d’accord","Plutôt d’accord","Fortement d’accord",NA,"Fortement d’accord",NA,NA,"Assez en désaccord",7,4,"Intéressé",5,"Manifestations, pétitions et vote","Ne sais pas",9,3,4,1,2,NA,NA,NA,0,NA,5,0,0,0,6,"Réseaux sociaux","Oui, une fois",NA,"Non",NA,NA,"Réseaux sociaux","Pas du tout","Non","plus de 3 heures/jour",4,"Rarement","Autre","Beaucoup","Fortement en désaccord",NA,"Fortement d’accord","Assez en désaccord","Pas très informé",5,10,"Pas confiance","Moyennement confiance","Un peu confiance",NA,NA,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,2,"Non, mais la plupart du temps",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ne pas voter","Ne pas voter",NA,"J'irais probablement voter",10,"L'idéologie","Ne sais pas",NA,"À aucune élection","Bloc Québécois",NA
"630",2000,20,"Au chômage/à la recherche d’un travail","moins de $30,000","Femme","France",NA,2,"universitaire premier cycle",NA,"oui, quelques-uns","Canada",2,2,2,"QC",2,"classe moyenne",1,1,"non","non",NA,"Très insatisfait",NA,"Très insatisfait",10,NA,NA,"Neutre","Ni en accord, ni en désaccord","Ni en accord, ni en désaccord","Ni en accord, ni en désaccord",NA,NA,"Plutôt d’accord",NA,NA,NA,"Ni en accord, ni en désaccord","Je ne sais pas",NA,1,NA,NA,NA,NA,NA,"Peu",NA,"Non, aucun",NA,"Non, aucun",NA,NA,NA,4,1,5,6,2,3,0,"Ne sais pas",NA,NA,NA,NA,NA,NA,NA,"Peu","Plutôt en désaccord","Ni en accord, ni en désaccord",NA,"Ni en accord, ni en désaccord","Plutôt d’accord",NA,NA,"Ni en accord, ni en désaccord","Ni en accord, ni en désaccord","Assez en désaccord",0,NA,"désintéressé",3,"pas sûr","Non",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631",2000,20,"Au chômage/à la recherche d’un travail","moins de $30,000","Homme","France",NA,2,"Secondaire / Collégiales / CEGEP / Lycée / DEP","pas important du tout","oui, quelques-uns","France",1,1,1,NA,NA,"classe moyenne",1,1,"oui","oui","détérioré","Satisfait",1,"Satisfait",1,NA,"Les politiques sont adéquates, permettent à l'économie de rester stable","Neutre","Ni en accord, ni en désaccord","Plutôt d’accord","Ni en accord, ni en désaccord","Fortement d’accord","Fortement d’accord","Fortement d’accord","Fortement d’accord",NA,"Ni en accord, ni en désaccord","Ni en accord, ni en désaccord","Je ne sais pas","Pas du tout répandue",9,3,"Ni bonne ni mauvaise opinion","détériorée","améliorée","Peu satisfaisant","Grandement",NA,NA,"Aucun",NA,"RN",1,"Beaucoup plus importante",6,5,2,1,4,3,0,"Un peu","Plutôt inquiet",NA,NA,NA,NA,NA,NA,NA,"Fortement d’accord","Fortement d’accord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord","Fortement d’accord","Ni en accord, ni en désaccord","Ni en accord, ni en désaccord","Plutôt d’accord","Fortement d’accord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Télévision","Oui, une fois","Assez","Oui",NA,"République en marche",NA,"Pas du tout","Non","2-3 heures/jour",3,"Souvent","Autre","Beaucoup","Fortement d’accord",NA,"Plutôt d’accord","Plutôt en désaccord","Plutôt informé",4,10,"Beaucoup confiance","Moyennement confiance","Moyennement confiance","Oui","Oui",0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,"Oui, je vote toujours",2,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ne pas voter","Voter pour ce parti quand même","Tout à fait satisfait","J'irais certainement voter",9,"L'idéologie","Ne sais pas",NA,"Une élection sur trois",NA,"France insoumise"
"632",2000,20,"Étudiant","$30,000 à $60,000","Femme","Autre",NA,1,"universitaire premier cycle","Très important","oui, quelques-uns","Canada",2,2,2,"QC",2,"classe moyenne",1,1,"non","non","détérioré","Peu satisfait",1,"Satisfait",7,"Parti libéral","Les politiques sont mauvaises","Neutre",NA,"Plutôt d’accord","Assez en désaccord","Plutôt d’accord","Plutôt d’accord","Assez en désaccord","Plutôt d’accord",NA,"Ni en accord, ni en désaccord","Assez en désaccord","Parti libéral","Peu répandue",9,10,"Ni bonne ni mauvaise opinion","améliorée","resté stable","Peu satisfaisant","Moyennement","Je vais davantage m’intéresser aux politiques proposées","Parti libéral",NA,"Parti libéral",NA,1,"Plus importante",1,6,5,3,2,4,4,"Un peu",NA,4,"Assez satisfait","Moyennement satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Non, pas envers l’élite politique mais la démocratie seulement","Moyennement confiance","Moyennement","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord","Fortement d’accord","Plutôt d’accord","Fortement d’accord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord",6,6,"Intéressé",6,"Le vote","Non",7,1,2,3,4,NA,NA,NA,3,5,7,4,5,3,6,"Télévision","Oui, plusieurs fois","Assez",NA,NA,NA,"Réseaux sociaux",NA,NA,"2-3 heures/jour",NA,"Souvent",NA,"Peu","Assez en désaccord",NA,"Ni en accord, ni en désaccord","Assez en désaccord","Plutôt informé",3,10,"Moyennement confiance","Moyennement confiance","Beaucoup confiance","Oui","Oui",0,NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,0,0,"Hollande",7,"Choisir l'option la moins pire","Voter pour ce parti quand même","Ni satisfait, ni insatisfait","J'irais probablement voter",7,"Le candidat",NA,NA,NA,"Parti conservateur",NA
"633",2000,20,"Étudiant","$30,000 à $60,000","Femme","France",NA,2,"universitaire premier cycle","pas important du tout","oui, beaucoup","Canada",2,2,2,"QC",2,"classe moyenne",1,1,"non","non","détérioré","Très insatisfait",NA,"Très insatisfait",9,"NPD","Les politiques sont mauvaises","Beaucoup plus d'ouverture","Assez en désaccord","Fortement d’accord","Fortement d’accord","Fortement d’accord","Assez en désaccord","Plutôt d’accord","Assez en désaccord",NA,"Plutôt d’accord","Assez en désaccord","NDP","Assez répandue",8,7,"Ni bonne ni mauvaise opinion",NA,"détériorée","Assez satisfaisant","Moyennement",NA,NA,NA,"NPD",NA,NA,"Beaucoup plus importante",2,5,6,3,1,4,7,"Beaucoup",NA,3,"Assez satisfait","Peu satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Non, pas envers l’élite politique mais la démocratie seulement","Moyennement confiance","Pas du tout","Ni en accord, ni en désaccord","Fortement d’accord","Ni en accord, ni en désaccord","Fortement d’accord","Plutôt d’accord","Fortement d’accord","Ni en accord, ni en désaccord",NA,NA,"Plutôt d’accord",6,8,"Intéressé",6,"Manifestations, pétitions et vote","Non",6,3,1,2,4,NA,NA,NA,0,NA,5,1,7,1,7,"Réseaux sociaux","Oui, plusieurs fois","Assez","Ne sais pas",NA,NA,"journaux en ligne-papier","Un peu","Oui, de tous bords politiques","Moins d'une heure/jour",4,"Systématiquement","Twitter","Peu","Ni en accord, ni en désaccord",NA,"Ni en accord, ni en désaccord","Assez en désaccord","Plutôt informé",0,7,"Moyennement confiance","Moyennement confiance","Un peu confiance","Non","Incertain",NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,0,0,NA,5,"Choisir l'option la moins pire","Voter pour ce parti quand même","Ni satisfait, ni insatisfait","J'irais certainement voter",7,"L'idéologie","Ne sais pas",NA,NA,"Parti conservateur",NA
"634",2000,20,"Étudiant","$30,000 à $60,000","Homme","Autre",NA,1,"Secondaire / Collégiales / CEGEP / Lycée / DEP","pas important du tout","oui, quelques-uns","Canada",2,2,1,"QC",2,"classe moyenne",2,2,"non","non","détérioré","Très satisfait",1,"Très satisfait",7,"Parti libéral","Les politiques sont adéquates, permettent à l'économie de rester stable","Neutre","Plutôt en désaccord","Plutôt d’accord","Assez en désaccord","Fortement d’accord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord",NA,"Assez en désaccord","Assez en désaccord","NDP","Peu répandue",8,7,"Plutôt bonne opinion","détériorée","détériorée","Très satisfaisant","Peu","Je vais faire un croisement entre les politiques passées et les perspectives proposées","Parti libéral",NA,"Parti libéral",NA,1,"Ni plus ni moins importante",5,6,4,1,2,3,4,"Un peu",NA,4,"Très satisfait","Grandement satisfait","Je ne m’y intéresse que très peu parce que je ne suis pas intéressé.e par a politique","Non, pas envers l’élite politique mais la démocratie seulement","Beaucoup confiance","Correctement","Fortement en désaccord","Plutôt d’accord","Plutôt en désaccord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord","Fortement d’accord","Fortement d’accord","Plutôt en désaccord",8,6,"Intéressé",5,"Manifestations, pétitions et vote","Non",6,1,3,2,4,"De manière satisfaisante","Satisfait","Plutôt en défaveur",2,4,9,5,6,4,5,"Articles internet","Je n'utilise pas les réseaux sociaux","Peu","Non",NA,NA,"journaux en ligne-papier","Un peu","Non","Rarement",1,"Rarement","Youtube","Assez","Fortement d’accord",NA,"Plutôt d’accord","Plutôt en désaccord","Pas très informé",4,9,"Moyennement confiance","Moyennement confiance","Moyennement confiance","Incertain","Oui",1,NA,1,1,1,1,1,0,0,1,0,0,0,0,0,2,"Oui, je vote toujours",NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,"Macron",8,"Choisir l'option la moins pire","Ne pas voter","Satisfait","J'irais certainement voter",10,"L'idéologie","Oui",NA,"À aucune élection","Non, aucun",NA
"635",2000,20,"Étudiant","$30,000 à $60,000","Homme","Canada","Français",2,"Secondaire / Collégiales / CEGEP / Lycée / DEP","pas très important","oui, beaucoup","Canada",1,1,1,"QC",1,"classe moyenne",2,1,"oui","oui","détérioré","Peu satisfait",2,"Satisfait",5,"Autre","Les politiques sont mauvaises","Un peu plus d'ouverture","Plutôt en désaccord","Fortement d’accord","Ni en accord, ni en désaccord","Fortement d’accord","Plutôt en désaccord","Plutôt en désaccord","Ni en accord, ni en désaccord",NA,NA,NA,NA,"Assez répandue",11,10,"Ni bonne ni mauvaise opinion","détériorée","détériorée","Peu satisfaisant","Grandement","Je vais faire un croisement entre les politiques passées et les perspectives proposées","Bloc Québécois",NA,"Bloc Québécois",NA,1,NA,6,2,5,4,1,3,5,"Beaucoup",NA,2,"Peu satisfait","Pas du tout satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Non, pas envers l’élite politique mais la démocratie seulement","Pas confiance","Pas du tout","Fortement en désaccord","Ni en accord, ni en désaccord","Fortement d’accord","Fortement d’accord","Fortement d’accord","Fortement d’accord","Fortement d’accord","Ni en accord, ni en désaccord","Plutôt d’accord","Fortement d’accord",10,8,"Intéressé",6,"Manifestations, pétitions et vote","Non",10,1,3,2,4,"Pas du tout","Peu satisfait","Tout à fait en faveur",10,10,0,0,0,10,6,"Journaux","Je n'utilise pas les réseaux sociaux","Beaucoup","Oui","Parti libéral",NA,"journaux en ligne-papier","Pas du tout","Non","Rarement",1,"Jamais","Autre","Beaucoup","Fortement d’accord",NA,"Plutôt d’accord","Plutôt d’accord","Plutôt informé",5,NA,"Pas confiance","Beaucoup confiance","Moyennement confiance","Non","Oui",1,NA,1,1,1,1,1,0,0,0,0,1,0,0,0,2,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,"Chirac",0,"Choisir l'option la moins pire","Voter pour le parti adverse en espérant passer un message","Pas satisfait","J'irais certainement voter",10,"L'idéologie","Oui",NA,"À aucune élection","Parti libéral",NA
"636",2000,20,"Étudiant","$30,000 à $60,000","Homme","France",NA,2,"universitaire premier cycle","pas très important","oui, quelques-uns","France",1,2,1,NA,NA,"classe moyenne",1,1,"non","oui","resté stable","Peu satisfait",2,"Peu satisfait",2,NA,"Les politiques sont adéquates, mais l'économie souffre","Un peu plus d'ouverture","Plutôt en désaccord","Fortement d’accord","Plutôt d’accord","Plutôt d’accord","Assez en désaccord","Fortement d’accord","Ni en accord, ni en désaccord",NA,"Assez en désaccord","Plutôt en désaccord","Je ne sais pas","Assez répandue",3,8,"Plutôt bonne opinion","détériorée","resté stable","Peu satisfaisant","Moyennement","Je vais faire un croisement entre les politiques passées et les perspectives proposées",NA,"République en marche",NA,"Parti socialiste",NA,"Plus importante",2,6,5,1,3,4,0,"Beaucoup","Peu inquiet",5,"Assez satisfait","Moyennement satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Non, pas envers l’élite politique mais la démocratie seulement","Moyennement confiance","Moyennement","Plutôt d’accord","Plutôt d’accord","Plutôt en désaccord","Fortement d’accord","Ni en accord, ni en désaccord","Ni en accord, ni en désaccord","Ni en accord, ni en désaccord","Fortement d’accord","Fortement d’accord","Ni en accord, ni en désaccord",8,6,"Intéressé",4,"Le vote","Ne sais pas",6,3,4,2,1,"Pas vraiment","Satisfait",NA,NA,10,NA,NA,NA,NA,NA,"Réseaux sociaux","Oui, plusieurs fois","Assez","Non",NA,NA,"journaux en ligne-papier","Oui","Non","1-2 heure/jour",4,"Rarement","Twitter","Peu","Fortement d’accord",NA,"Fortement d’accord","Assez en désaccord","Pas très informé",2,5,"Moyennement confiance","Moyennement confiance","Moyennement confiance","Non","Oui",1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,"Oui, je vote toujours",NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Macron",7,"Choisir l'option la moins pire","Voter pour ce parti quand même","Satisfait","J'irais probablement voter",10,"L'idéologie","Oui",NA,"À aucune élection",NA,"RN"
